age;class_worker;education;wage_per_hour;hs_college;marital_stat;major_ind_code;major_occ_code;race;hisp_origin;sex;union_member;unemp_reason;tax_filer_stat;region_prev_res;state_prev_res;det_hh_fam_stat;det_hh_summ;mig_same;num_emp;fam_under_18;country_father;country_mother;country_self;citizenship;own_or_self;weeks_worked;year;sampling_weight
32; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Midwest; Indiana; Spouse of householder; Spouse of householder; No;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;181093
60; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; Germany; Germany; United-States; Native- Born in the United States;0;52;94;181174
45; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-nondurable goods; Executive admin and managerial; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; United-States; Germany; United-States; Native- Born in the United States;0;52;94;181359
41; Private; Doctorate degree(PhD EdD);0; Not in universe; Never married; Manufacturing-durable goods; Machine operators assmblrs & inspctrs; White; All other; Female; No; Not in universe; Single; Not in universe; Not in universe; Secondary individual; Nonrelative of householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;181369
49; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;181726
61; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Widowed; Not in universe or children; Not in universe; White; All other; Female; Not in universe; Not in universe; Single; Midwest; Wyoming; Secondary individual; Nonrelative of householder; No;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;26;94;182971
50; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;183585
49; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; South; ?; Spouse of householder; Spouse of householder; No;3; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;183706
51; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Never married; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;3; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;183787
35; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;184453
64; Federal government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; China; China; China; Foreign born- Not a citizen of U S ;0;52;94;184631
38; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Business and repair services; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; Poland; Poland; United-States; Native- Born in the United States;0;52;94;185495
50; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;185583
36; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; England; United-States; United-States; Native- Born in the United States;1;52;94;186376
47; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-nondurable goods; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; Germany; Germany; United-States; Native- Born in the United States;0;52;94;186559
47; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Wholesale trade; Sales; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;186559
40; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;186813
39; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;187446
68; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint one under 65 & one 65+; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; ?; United-States; United-States; Native- Born in the United States;0;38;94;187653
62; Private; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Manufacturing-durable goods; Professional specialty; White; All other; Male; No; Not in universe; Head of household; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; United-States; ?; United-States; Native- Born in the United States;0;52;94;188179
62; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;3; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;188717
50; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;188721
